Date,BTC_dir,logit_pr,xg_bit_pr,xg_bit_c_pr,rf_pr
2021-07-23,1.0,0.32687815975408324,0.5955930352210999,0.7639650702476501,0.9
2021-07-26,1.0,0.3540413264774562,0.46863996982574463,0.27518993616104126,0.4
2021-07-27,1.0,0.3706351563519666,1.0,0.9699060916900635,0.9
2021-07-28,1.0,0.3995514472685523,0.0,0.037676382809877396,0.84
2021-07-29,1.0,0.4231382845888302,0.2565324008464813,0.1060047596693039,0.96
2021-07-30,1.0,0.4334628287563585,0.9071834683418274,0.3297595679759979,0.94
2021-08-02,0.0,0.4806909341274723,0.22905370593070984,0.08490191400051117,0.3
2021-08-03,0.0,0.5105786555774132,0.0,0.012285744771361351,0.88
2021-08-04,1.0,0.5213925316715828,0.7522971034049988,0.901290774345398,0.72
2021-08-05,1.0,0.4445004291214524,0.27309784293174744,0.9169055819511414,0.04
2021-08-06,1.0,0.4496887361566602,0.6455196142196655,0.3572881817817688,0.02
2021-08-09,1.0,0.4816949643126935,0.704215407371521,0.9406580924987793,0.94
2021-08-10,0.0,0.485848737487756,0.73088538646698,0.4467926025390625,0.84
2021-08-11,1.0,0.5230997927694784,0.36496439576148987,0.46681272983551025,0.72
2021-08-12,0.0,0.513397849298257,0.28626152873039246,0.40627917647361755,0.88
2021-08-13,1.0,0.5522840600409458,0.9660034775733948,0.9893338084220886,0.3
2021-08-16,0.0,0.4723265143030158,0.23334917426109314,0.6272717714309692,0.86
2021-08-17,0.0,0.5509454489298046,0.9292761087417603,0.9067943096160889,0.34
2021-08-18,1.0,0.5043397083460524,0.019708070904016495,0.4124334752559662,0.94
2021-08-19,1.0,0.4937965972496743,0.11425101011991501,0.02614402212202549,0.72
2021-08-20,1.0,0.5001666406386073,0.018286103382706642,0.0277909766882658,0.0
2021-08-23,1.0,0.5264008168032267,0.9871358871459961,0.9322521686553955,0.7
2021-08-24,0.0,0.5280729861555759,0.577200174331665,0.47324138879776,1.0
2021-08-25,1.0,0.5209465579959914,0.7497653365135193,0.9329320788383484,0.24
2021-08-26,0.0,0.5306020157650112,0.14027875661849976,0.910912036895752,0.06
2021-08-27,1.0,0.5333145625998688,0.57853102684021,0.14802299439907074,0.76
2021-08-30,0.0,0.535274778171736,0.181146040558815,0.12478264421224594,0.06
2021-08-31,1.0,0.5288367934260613,0.727152943611145,0.6460689902305603,1.0
2021-09-01,1.0,0.5187439025247852,0.6335095167160034,0.4971218407154083,0.02
2021-09-02,1.0,0.5373676324240084,0.4329434037208557,0.08172095566987991,0.62
2021-09-03,1.0,0.5570640141910844,0.8420360088348389,0.883215069770813,0.9
2021-09-07,0.0,0.5581224279552459,0.3869921863079071,0.5126726627349854,0.08
2021-09-08,0.0,0.5621766306551391,0.9481858015060425,0.8602309226989746,0.36
2021-09-09,1.0,0.5548290464738338,0.4761427938938141,0.04922289401292801,0.64
2021-09-10,0.0,0.5696689137453812,1.0,0.9486941695213318,0.84
2021-09-13,1.0,0.5589903896716074,0.6173397898674011,0.11969871073961258,1.0
2021-09-14,1.0,0.5563019867000856,0.7442181706428528,0.9149065613746643,0.7
2021-09-15,1.0,0.5702083835578675,0.0,0.1016792356967926,0.82
2021-09-16,0.0,0.5873413300435962,0.43954432010650635,0.4535224139690399,0.64
2021-09-17,0.0,0.5991067673707413,1.0,0.6076688170433044,0.8
2021-09-20,0.0,0.5728277910197395,0.3346930146217346,0.7681896686553955,1.0
2021-09-21,0.0,0.5505731328107198,0.6874487996101379,0.11417598277330399,0.98
2021-09-22,1.0,0.5248518717321488,0.7255364060401917,0.03870415315032005,0.86
2021-09-23,1.0,0.5736641765330268,0.5455198884010315,0.9330123066902161,0.96
2021-09-24,0.0,0.5814250287655478,0.675788402557373,0.9345443844795227,1.0
2021-09-27,0.0,0.5368056913853658,0.9551265239715576,0.9538352489471436,0.92
2021-09-28,0.0,0.5377433967701082,0.46529415249824524,0.38008904457092285,0.18
2021-09-29,1.0,0.5379020764365571,0.9441685080528259,0.946365475654602,0.74
2021-09-30,1.0,0.5710065761215668,0.5498026609420776,0.7365857362747192,0.6
2021-10-01,1.0,0.5854255879618538,0.854430079460144,0.9904959201812744,0.28
2021-10-04,1.0,0.5893716986295936,1.0,0.9696754217147827,0.16
2021-10-05,1.0,0.5857520710587641,0.5797336101531982,0.9119280576705933,0.14
2021-10-06,1.0,0.611505540870972,0.7888255715370178,0.8658437132835388,0.0
